epoch,train_acc,train_loss,validation_acc,validation_loss,test_acc,test_loss
1,0.5104166666666666,0.9785602636959242,0.4873417721518987,0.808798160817888,0.49921011058451814,0.7249370342806766
2,0.53125,0.7761540404264478,0.6360759493670886,0.8294305867618985,0.5908372827804107,0.6900707200953835
3,0.5788043478260869,0.7065972806750864,0.6645569620253164,0.7787828710344102,0.7519747235387045,0.6120699110784029
4,0.6517210144927537,0.6277027492937834,0.7183544303797469,0.6594388352500068,0.7804107424960506,0.538122979433913
5,0.6788949275362319,0.6028710841268733,0.7151898734177216,0.6652517947885725,0.7519747235387045,0.638496292264838
6,0.6757246376811594,0.5781222629374352,0.6645569620253164,0.6047486066818237,0.8072669826224329,0.4978791275306752
7,0.7250905797101449,0.5498520144517871,0.6993670886075949,0.5859159893459744,0.7977883096366508,0.4934564491635875
8,0.7214673913043478,0.5336966799653095,0.7056962025316456,0.5671857661671109,0.8467614533965245,0.3959400210725634
9,0.7418478260869565,0.5051317551861638,0.7816455696202531,0.545843717124727,0.8246445497630331,0.4670346210661687
10,0.7454710144927537,0.4988540700380353,0.7911392405063291,0.5135969817638397,0.8499210110584519,0.3694226764338581
11,0.7617753623188406,0.48145590830540314,0.8006329113924051,0.4945306678613027,0.8957345971563981,0.31333242925374133
12,0.7839673913043478,0.45942679976207623,0.8227848101265823,0.46798965997166103,0.8657187993680885,0.33718841875854294
13,0.7721920289855072,0.463472890249197,0.7974683544303798,0.4805026782883538,0.8562401263823065,0.37645469615726096
14,0.7948369565217391,0.4404198833997699,0.7721518987341772,0.5276819633113013,0.8041074249605056,0.519711243307316
15,0.8038949275362319,0.43712773012078326,0.8037974683544303,0.4531613058514065,0.8988941548183255,0.2586591227078124
16,0.8057065217391305,0.417127238019653,0.7879746835443038,0.47921670145458645,0.8593996840442338,0.35356602560434686
17,0.8002717391304348,0.4132976603248845,0.7879746835443038,0.4572192993428972,0.8657187993680885,0.3322360243060087
18,0.8233695652173914,0.392923836906751,0.8417721518987342,0.39982762270503575,0.9273301737756714,0.21297736779639595
19,0.8161231884057971,0.40494064144466235,0.8322784810126582,0.41886099841859603,0.9052132701421801,0.2340001093321725
20,0.8419384057971014,0.3738265339879022,0.8544303797468354,0.3963649604055617,0.9083728278041074,0.22340856605258427
21,0.853713768115942,0.3576149931852368,0.8544303797468354,0.3863969710138109,0.9368088467614534,0.18317701765581182
22,0.8487318840579711,0.3669624529455019,0.819620253164557,0.4536566601859199,0.8246445497630331,0.4315879233671646
23,0.8473731884057971,0.3442812944236009,0.8544303797468354,0.3550346228811476,0.9368088467614534,0.17615795694291592
24,0.8582427536231884,0.3262698410645775,0.8544303797468354,0.38206736577881706,0.9241706161137441,0.19864742806499922
25,0.8487318840579711,0.34280687743338983,0.8481012658227848,0.3954045871893565,0.9304897314375987,0.22081600100194154
26,0.8663949275362319,0.3223037635502608,0.8607594936708861,0.3542460865444607,0.9020537124802528,0.2484802849174134
27,0.8673007246376812,0.33174415040707245,0.8734177215189873,0.3482009967168172,0.9541864139020537,0.13411309472040125
28,0.8867753623188406,0.28973130385080975,0.8734177215189873,0.3245110594564014,0.9462875197472354,0.15480790321568125
29,0.8817934782608695,0.3092144693153492,0.8575949367088608,0.3481350623899036,0.943127962085308,0.1528313683198863
30,0.8745471014492754,0.2930335660559544,0.879746835443038,0.32640668087535435,0.9304897314375987,0.17909321682772747
31,0.8999094202898551,0.2705190417127333,0.8765822784810127,0.3347834911611345,0.9620853080568721,0.11144499485626032
32,0.8940217391304348,0.2697784773249557,0.9018987341772152,0.2653493798441357,0.9605055292259084,0.11436725655374558
33,0.8899456521739131,0.2832592362942903,0.8892405063291139,0.3051561282740699,0.9652448657187994,0.11661460103565141
34,0.8935688405797102,0.2673221347664577,0.8924050632911392,0.29427627887990737,0.9462875197472354,0.18533084521952428
35,0.8985507246376812,0.25935727746590326,0.8639240506329114,0.29074644214577144,0.9589257503949447,0.12352289744701825
36,0.8740942028985508,0.2936232997023541,0.8829113924050633,0.2708786543872621,0.95260663507109,0.12880500388870897
37,0.9026268115942029,0.23569491689187894,0.8987341772151899,0.27555127524667317,0.9478672985781991,0.16036874173503174
38,0.8953804347826086,0.2587399036772009,0.9018987341772152,0.2707513893644015,0.95260663507109,0.12954617676472194
39,0.9103260869565217,0.23278085045192554,0.8924050632911392,0.31205710271994275,0.966824644549763,0.11051095441277874
40,0.9085144927536232,0.23835728371488876,0.879746835443038,0.2908969240056144,0.9541864139020537,0.13626785669475794
41,0.9089673913043478,0.23652381428341934,0.879746835443038,0.3108518719673157,0.9652448657187994,0.0976691578612908
42,0.9134963768115942,0.24154821038246155,0.8892405063291139,0.3069618617494901,0.95260663507109,0.1811306611144621
43,0.9144021739130435,0.2291107655003451,0.9082278481012658,0.23119695484638214,0.9557661927330173,0.1089551331671445
44,0.9198369565217391,0.22160631742166437,0.9082278481012658,0.23992724219957987,0.9557661927330173,0.11487541969032272
45,0.9012681159420289,0.24146818391222885,0.9145569620253164,0.2677671064933141,0.9699842022116903,0.09529127852108918
46,0.9134963768115942,0.2211228646877883,0.8860759493670886,0.2545115335120095,0.9699842022116903,0.09157590014173796
47,0.9184782608695652,0.2106952349776807,0.9050632911392406,0.21625920799043444,0.966824644549763,0.10217902303281191
48,0.9157608695652174,0.2135074593234753,0.8924050632911392,0.27000951766967773,0.9494470774091627,0.1554827563384989
49,0.9180253623188406,0.21218537074932153,0.8987341772151899,0.28187621964348686,0.9510268562401264,0.14342361595481634
50,0.9284420289855072,0.2050415299076965,0.8955696202531646,0.24547244277265337,0.966824644549763,0.10110771553100724
51,0.9202898550724637,0.21767469549524612,0.9113924050632911,0.24182514680756462,0.9541864139020537,0.12572557910492546
52,0.9230072463768116,0.20611750064552695,0.9208860759493671,0.19929080622063744,0.957345971563981,0.12880492270433982
53,0.9134963768115942,0.21823356818893683,0.8955696202531646,0.26206473509470624,0.9605055292259084,0.10905337689052287
54,0.916213768115942,0.21788812439510788,0.9177215189873418,0.2225894894864824,0.9589257503949447,0.10013754700163477
55,0.9248188405797102,0.20626829515980638,0.8987341772151899,0.28959326363272136,0.9399684044233807,0.19522147805822132
56,0.926177536231884,0.19026448971767357,0.9082278481012658,0.22426045520438087,0.95260663507109,0.16993322703791292
57,0.9225543478260869,0.21648815576580988,0.9018987341772152,0.2731170852979024,0.9620853080568721,0.11636684242464405
58,0.927536231884058,0.20460397474791692,0.9208860759493671,0.20103240840964848,0.9557661927330173,0.16100318009327902
59,0.9288949275362319,0.1980748392533565,0.9208860759493671,0.21662542555067274,0.9652448657187994,0.10211606933980395
60,0.9284420289855072,0.18190563764369141,0.8955696202531646,0.2890602433019214,0.9225908372827805,0.2581393726317114
61,0.9171195652173914,0.22366703080310338,0.9177215189873418,0.19439847932921517,0.9478672985781991,0.1693946306936835
62,0.9393115942028986,0.16609016160710136,0.9145569620253164,0.20661511106623542,0.966824644549763,0.13017814924425788
63,0.9316123188405797,0.18405311597862106,0.9113924050632911,0.24127317633893755,0.9731437598736177,0.0922442663117851
64,0.9298007246376812,0.1937728789297567,0.9367088607594937,0.16094087147050434,0.9684044233807267,0.08936782416544463
65,0.9352355072463768,0.26338947699337767,0.9335443037974683,0.18354671448469162,0.9620853080568721,0.10636125106707607
