epoch,train_acc,train_loss,validation_acc,validation_loss,test_acc,test_loss
1,0.5403079710144928,0.8803827512091484,0.569620253164557,0.7438900868097941,0.48580441640378547,0.777423431998805
2,0.6485507246376812,0.7541226593480594,0.7246835443037974,0.622736394405365,0.48738170347003157,0.793999217058483
3,0.7101449275362319,0.6338331198346787,0.7341772151898734,0.6211274034447141,0.5930599369085173,0.6870856692916468
4,0.7391304347826086,0.5557875879432844,0.7689873417721519,0.541224115424686,0.5,0.8072603250804701
5,0.748641304347826,0.5017156661420629,0.7658227848101266,0.5422079298231337,0.6167192429022083,0.7379465573712399
6,0.7758152173913043,0.4957139232884283,0.7626582278481012,0.5184606744183434,0.5378548895899053,0.752025012907229
7,0.7875905797101449,0.46323494246040564,0.819620253164557,0.4395039313369327,0.6798107255520505,0.7102723713768156
8,0.8066123188405797,0.43680242718993756,0.8354430379746836,0.49496791428989834,0.5646687697160884,0.6859222191729044
9,0.8034420289855072,0.43828968207041424,0.8417721518987342,0.4477276669608222,0.580441640378549,0.6996279321610928
10,0.8292572463768116,0.38160325845946436,0.8386075949367089,0.42757905191845363,0.6892744479495269,0.7224317355767677
11,0.8509963768115942,0.3766976050708605,0.8386075949367089,0.43910885519451565,0.668769716088328,0.7987475468728104
12,0.84375,0.36150624376276264,0.8734177215189873,0.365468035141627,0.5867507886435331,0.6813776375431764
13,0.8396739130434783,0.3642048615476359,0.870253164556962,0.3417532377772861,0.7160883280757098,0.7131669652942372
14,0.8478260869565217,0.35542792535346485,0.879746835443038,0.33527791996796924,0.7160883280757098,0.7047561258077621
15,0.8614130434782609,0.32729009268940357,0.8734177215189873,0.3466475076145596,0.7034700315457413,0.6659805389415276
16,0.8605072463768116,0.34840153740799945,0.879746835443038,0.3034799115525352,0.6892744479495269,0.633092903287003
17,0.8754528985507246,0.306706827511822,0.8829113924050633,0.2961798682808876,0.7255520504731862,0.686898897622565
18,0.8786231884057971,0.2997375714822092,0.8892405063291139,0.2500637322664261,0.7523659305993691,0.663855600967317
19,0.8890398550724637,0.27223108579283173,0.879746835443038,0.292353555560112,0.694006309148265,0.7812131992296169
20,0.8695652173913043,0.29935705391825107,0.8860759493670886,0.2969520456261105,0.7082018927444795,0.5929437992408088
21,0.8845108695652174,0.2678331435806509,0.870253164556962,0.28442667259110344,0.7050473186119873,0.7124030416843629
22,0.8826992753623188,0.27479210657917935,0.9050632911392406,0.24403474397129482,0.7555205047318612,0.6975519746958622
23,0.8971920289855072,0.255986369498398,0.8924050632911392,0.24620508319801754,0.749211356466877,0.6604559956927245
24,0.8845108695652174,0.2613805751653685,0.8987341772151899,0.2540658257073826,0.6608832807570978,0.7411366445778281
25,0.9035326086956522,0.23219966337732648,0.9177215189873418,0.19924844221936333,0.7602523659305994,0.6558865942183489
26,0.9003623188405797,0.23144754400287848,0.9050632911392406,0.2060400578710768,0.7760252365930599,0.6042901887680943
27,0.8971920289855072,0.2510647595036721,0.9050632911392406,0.20593216684129503,0.7712933753943217,0.5950793426814734
28,0.9098731884057971,0.21560470911039822,0.9177215189873418,0.21234084417422613,0.7681388012618297,0.6769186036391673
29,0.9044384057971014,0.24550706666448843,0.9208860759493671,0.20492415544059542,0.7902208201892744,0.6125858567753121
30,0.9085144927536232,0.21781149614548337,0.9272151898734177,0.20452044076389736,0.7886435331230284,0.652580380323343
31,0.9035326086956522,0.225343008350203,0.9145569620253164,0.18092209928565556,0.7712933753943217,0.5827731269589429
32,0.9044384057971014,0.21665132175321164,0.8860759493670886,0.2237300533387396,0.7555205047318612,0.6671517267333049
33,0.9107789855072463,0.21404128294924032,0.9145569620253164,0.1931937469376458,0.7854889589905363,0.5760131364253251
34,0.9089673913043478,0.21597619948611743,0.8987341772151899,0.24167813195122612,0.7555205047318612,0.5908491613441392
35,0.917572463768116,0.20940937587748404,0.9145569620253164,0.18003459026416144,0.7839116719242902,0.5375013474718129
36,0.8980978260869565,0.22271810990312826,0.9082278481012658,0.1993483321534263,0.7791798107255521,0.6983142655325968
37,0.9098731884057971,0.21445507896335228,0.9335443037974683,0.155760421935055,0.7902208201892744,0.5609383718202527
38,0.9094202898550725,0.19962502821632053,0.9113924050632911,0.19764274607102075,0.7728706624605678,0.6339521565417894
39,0.9008152173913043,0.24006986672031708,0.9177215189873418,0.17972757584518856,0.7870662460567823,0.58346569841409
40,0.9121376811594203,0.18846571785600288,0.9145569620253164,0.17163540008995268,0.7082018927444795,0.5816846725861787
41,0.9053442028985508,0.2211058148979277,0.8955696202531646,0.1835067785448498,0.7917981072555205,0.5637113785518235
42,0.9030797101449275,0.2058489676564932,0.9208860759493671,0.17549250523249307,0.7807570977917981,0.6381365686829668
43,0.926177536231884,0.17395609576740992,0.9113924050632911,0.1749327046175798,0.7839116719242902,0.668465101677468
44,0.917572463768116,0.19255262435130452,0.9240506329113924,0.15687120167745483,0.7886435331230284,0.570006990940065
45,0.9239130434782609,0.17620054465057194,0.9335443037974683,0.14881139828099144,0.7996845425867508,0.5053191101178527
46,0.9216485507246377,0.17032468996510125,0.9145569620253164,0.16402441263198853,0.7649842271293376,0.7039676300957677
47,0.9085144927536232,0.20434774350428928,0.9145569620253164,0.2113172767890824,0.7965299684542587,0.5654829891557854
48,0.916213768115942,0.1852812869609266,0.9082278481012658,0.16467142519023684,0.7728706624605678,0.5965410530732601
49,0.9198369565217391,0.1780162203139153,0.9177215189873418,0.16854745066828197,0.7634069400630915,0.5348867383344393
50,0.9279891304347826,0.16048823483288288,0.9050632911392406,0.21139482491546208,0.7712933753943217,0.6210195958173197
51,0.9216485507246377,0.17343209948444713,0.9240506329113924,0.154604432069593,0.8012618296529969,0.5683851182264718
52,0.9239130434782609,0.17684981388890225,0.9208860759493671,0.16356080522139868,0.777602523659306,0.6010406779165159
53,0.9234601449275363,0.1665950176184592,0.930379746835443,0.13385328774650893,0.804416403785489,0.5409866958170345
54,0.9225543478260869,0.1745809727496859,0.9462025316455697,0.12714187883668476,0.7208201892744479,0.5244856157928313
55,0.926177536231884,0.16026083439372588,0.9588607594936709,0.1385141553150283,0.7208201892744479,0.5104337672359849
56,0.9239130434782609,0.16736726057918175,0.9240506329113924,0.16441090777516365,0.7933753943217665,0.5034107282071522
57,0.9311594202898551,0.16911605035589225,0.9272151898734177,0.2104076941808065,0.7933753943217665,0.5601217808342833
58,0.9198369565217391,0.17864424962064493,0.9367088607594937,0.16484864056110382,0.8028391167192429,0.7008399385143237
59,0.9311594202898551,0.15902560196169044,0.9525316455696202,0.12358555653029019,0.7003154574132492,0.617981644515806
60,0.9298007246376812,0.1615154123932555,0.930379746835443,0.14683154390917885,0.805993690851735,0.6090713498308201
61,0.9365942028985508,0.20490102702076884,0.9462025316455697,0.1269386832912763,0.8233438485804416,0.5135000134989816
62,0.9397644927536232,0.15399800292283727,0.9462025316455697,0.130050637655788,0.7192429022082019,0.5352327278753939
63,0.9384057971014492,0.14410231235450593,0.9556962025316456,0.1245455253455374,0.7381703470031545,0.5311165581775927
64,0.9356884057971014,0.14366761519425159,0.9556962025316456,0.11350065821574794,0.7239747634069401,0.604830526471089
65,0.9424818840579711,0.1375620614980226,0.9620253164556962,0.12239304847187465,0.8501577287066246,0.49290392632400126
66,0.9365942028985508,0.16419065379254197,0.9620253164556962,0.10263159291611777,0.749211356466877,0.5141562653926054
67,0.9370471014492754,0.1409159243322801,0.9462025316455697,0.14088484148184457,0.7444794952681388,0.47414022566456543
68,0.9343297101449275,0.15670087523218515,0.9240506329113924,0.20589557455645668,0.7160883280757098,0.6546662824441324
69,0.9356884057971014,0.14460656597562457,0.9683544303797469,0.09224069511724843,0.8264984227129337,0.48665461505420116
70,0.9411231884057971,0.13851388765202052,0.9493670886075949,0.10472177155315876,0.7097791798107256,0.5175398136351234
71,0.9338768115942029,0.1508986843290968,0.9683544303797469,0.10814023224843873,0.8675078864353313,0.4984296715303667
72,0.9438405797101449,0.1411287646362747,0.9462025316455697,0.13666582273112404,0.8406940063091483,0.5079777760578221
73,0.9438405797101449,0.1360394260643617,0.9462025316455697,0.10203227938877212,0.832807570977918,0.5643831511169035
74,0.9420289855072463,0.1444868645698264,0.9335443037974683,0.1938485809498363,0.8217665615141956,0.6799909295048469
75,0.9325181159420289,0.15754831391994073,0.9715189873417721,0.10479151209195454,0.8769716088328076,0.4249555672469892
76,0.9483695652173914,0.12177496267131706,0.9683544303797469,0.10694636984003915,0.8785488958990536,0.49823043163632974
77,0.9465579710144928,0.12693130948405335,0.9462025316455697,0.11410044050878948,0.8675078864353313,0.49167924233264976
78,0.9424818840579711,0.1774564931925008,0.9430379746835443,0.12762786654962432,0.832807570977918,0.4406586224703412
79,0.9375,0.14085720031373744,0.9588607594936709,0.10127665164570014,0.861198738170347,0.47834855776684554
80,0.9461050724637681,0.13651811072359915,0.9620253164556962,0.1012134218795432,0.8785488958990536,0.4762794838833016
81,0.9515398550724637,0.13481195403289967,0.9588607594936709,0.11636043298575613,0.8722397476340694,0.4490765467482178
82,0.9461050724637681,0.13632973045299668,0.9683544303797469,0.09432112694614464,0.8753943217665615,0.448269707208965
83,0.9501811594202898,0.12575510384487934,0.9556962025316456,0.1052400420109431,0.8596214511041009,0.48872713234863785
84,0.9415760869565217,0.14974650689333247,0.9367088607594937,0.13846829368008506,0.8217665615141956,0.5257173136709944
85,0.9442934782608695,0.12187734167968882,0.9651898734177216,0.09349296842184332,0.8485804416403786,0.6042564953263776
86,0.947463768115942,0.15752838730164195,0.9715189873417721,0.09686176292598248,0.88801261829653,0.4607497311846696
87,0.9492753623188406,0.13679433635611465,0.9715189873417721,0.10532057699229982,0.889589905362776,0.43270071964759965
88,0.9510869565217391,0.12111725140551942,0.9588607594936709,0.11156662615636985,0.8801261829652997,0.4549147960925965
89,0.9519927536231884,0.11931290095537037,0.9620253164556962,0.10444736253056261,0.8753943217665615,0.44310980864898547
90,0.9501811594202898,0.12293285582268583,0.9588607594936709,0.10900081264682943,0.8675078864353313,0.5117209590726385
91,0.9547101449275363,0.11657699308209661,0.9588607594936709,0.1138998835037152,0.8643533123028391,0.48229197295088516
92,0.9497282608695652,0.14851140662811804,0.9715189873417721,0.0876077175554302,0.8659305993690851,0.478607095453251
93,0.9533514492753623,0.1159728432101184,0.9715189873417721,0.0862317503326469,0.8548895899053628,0.5663798404175874
94,0.9402173913043478,0.13582697755022757,0.9367088607594937,0.1575755729443497,0.862776025236593,0.418088361620903
95,0.9461050724637681,0.14565400700962197,0.9651898734177216,0.12943244808250004,0.8801261829652997,0.46921144590688574
96,0.9519927536231884,0.10954532734509828,0.9778481012658228,0.07770912225047748,0.8958990536277602,0.4041043492217891
97,0.9524456521739131,0.1429562568799525,0.9651898734177216,0.09568287887507015,0.8470031545741324,0.5074773375235964
98,0.9456521739130435,0.13056200165031612,0.9651898734177216,0.09878131447152959,0.8848580441640379,0.4945599062576596
99,0.9538043478260869,0.10840109856529297,0.9746835443037974,0.07924388690541188,0.886435331230284,0.42991639531866993
100,0.9547101449275363,0.12014225161080991,0.9683544303797469,0.09394537698891428,0.8832807570977917,0.4147360222659221
101,0.9506340579710145,0.11953008332816155,0.9651898734177216,0.1055508086250888,0.88801261829653,0.40906335884018946
102,0.9497282608695652,0.12473782253168199,0.9683544303797469,0.08281370893948609,0.889589905362776,0.41350904484524537
