epoch,train_acc,train_loss,validation_acc,validation_loss,test_acc,test_loss
1,0.5108695652173914,1.1916652710541435,0.5379746835443038,0.9005095760027567,0.4265402843601896,0.8277450737200285
2,0.5493659420289855,0.8856611191362574,0.5981012658227848,0.8724040124151442,0.40126382306477093,0.8289527563672316
3,0.6286231884057971,0.6956771987935771,0.7120253164556962,0.8542791472540961,0.5371248025276462,0.8146540491204513
4,0.6793478260869565,0.6374223448228145,0.7341772151898734,0.630618111954795,0.5687203791469194,0.6922092139720917
5,0.7051630434782609,0.5704260291396708,0.7563291139240507,0.6057882838779025,0.6034755134281201,0.6671905737174185
6,0.7427536231884058,0.5247698836568473,0.7088607594936709,0.6365976499186622,0.5876777251184834,0.6476639438616602
7,0.7522644927536232,0.4999162770699764,0.7879746835443038,0.5456290675534142,0.6255924170616114,0.6157637262030652
8,0.7622282608695652,0.4820017119248708,0.7879746835443038,0.5373135076628791,0.636650868878357,0.5854916133378681
9,0.7776268115942029,0.4600068408509959,0.759493670886076,0.6101738942994012,0.6619273301737757,0.6270432927106556
10,0.7776268115942029,0.47386392087176227,0.8037974683544303,0.5167395770549774,0.7345971563981043,0.5432581725089174
11,0.792572463768116,0.44231829349545465,0.810126582278481,0.48703288700845504,0.707740916271722,0.5697920149878452
12,0.8057065217391305,0.41552924159644306,0.8291139240506329,0.43107122513982987,0.69826224328594,0.5719388329276913
13,0.8161231884057971,0.42166512146376184,0.8354430379746836,0.451187617248959,0.7140600315955766,0.540819659240936
14,0.8201992753623188,0.39988241269104724,0.8386075949367089,0.41225190295113456,0.7282780410742496,0.5024744136945197
15,0.8274456521739131,0.3804521450529928,0.8512658227848101,0.43083835310406154,0.7282780410742496,0.4863974793176902
16,0.8369565217391305,0.36633681862250617,0.8417721518987342,0.4314809540907542,0.7424960505529226,0.5107370395409433
17,0.8306159420289855,0.3744986735392308,0.8575949367088608,0.3868432376119826,0.7235387045813586,0.5485002902385435
18,0.8473731884057971,0.34838319710199384,0.8417721518987342,0.4282057500547833,0.740916271721959,0.5397244452890989
19,0.8523550724637681,0.34407667340575787,0.8481012658227848,0.4034791688124339,0.7377567140600316,0.5258844988910776
20,0.8469202898550725,0.35041862985362177,0.8544303797468354,0.3776147382126914,0.7251184834123223,0.5438806600868702
21,0.8496376811594203,0.33680594010629517,0.870253164556962,0.3573751168118583,0.7851500789889415,0.46019234861198227
22,0.8500905797101449,0.32836478711038397,0.8544303797468354,0.37525996069113415,0.7567140600315956,0.4983403451348606
23,0.8641304347826086,0.3069100988947827,0.8291139240506329,0.4529080291589101,0.7424960505529226,0.5286119735162509
24,0.8627717391304348,0.30854727284631867,0.8765822784810127,0.3385547929339939,0.8199052132701422,0.43871801170079333
25,0.8623188405797102,0.30404861174199893,0.8575949367088608,0.3783661375443141,0.7377567140600316,0.5110726872164952
26,0.8627717391304348,0.30257624182580173,0.8386075949367089,0.46809914542569053,0.7345971563981043,0.535510097483271
27,0.8772644927536232,0.2841553609224333,0.8924050632911392,0.3142024493879742,0.8135860979462876,0.42013778341443914
28,0.8759057971014492,0.29246782306311786,0.8860759493670886,0.34633151524596745,0.7614533965244866,0.495291480696515
29,0.8754528985507246,0.3010732566100964,0.8924050632911392,0.297217673725552,0.8230647709320695,0.44766793841202007
30,0.8867753623188406,0.273428530688735,0.8670886075949367,0.33987150092919666,0.8657187993680885,0.3404095847355692
31,0.8926630434782609,0.25771718277879385,0.8955696202531646,0.3131922483444214,0.8120063191153238,0.4266840404414229
32,0.8894927536231884,0.2555549652788086,0.8829113924050633,0.30376412636703914,0.7835703001579779,0.49430445111111593
33,0.8926630434782609,0.2590896635167841,0.8354430379746836,0.45454563200473785,0.8309636650868878,0.4982144576742461
34,0.8903985507246377,0.26943465387043747,0.8860759493670886,0.31815819525056416,0.7819905213270142,0.481312890880202
35,0.8890398550724637,0.26091382587733475,0.9018987341772152,0.29079780479272205,0.8009478672985783,0.5139695035391733
36,0.9008152173913043,0.24444908605537552,0.8955696202531646,0.2782281951771842,0.7851500789889415,0.42682492478113426
37,0.9039855072463768,0.24256371890289197,0.8955696202531646,0.2952127357323964,0.8894154818325435,0.31107229650584295
38,0.8935688405797102,0.2638217485037403,0.9018987341772152,0.2992173358798027,0.7977883096366508,0.43815317955848415
39,0.8967391304347826,0.2567863969699196,0.8955696202531646,0.2815273503462474,0.8135860979462876,0.37141391821205616
40,0.8994565217391305,0.2424220093998356,0.9018987341772152,0.25236408246888054,0.8704581358609794,0.33266828214063454
41,0.8999094202898551,0.2580075039379839,0.8955696202531646,0.2868536528613832,0.8751974723538705,0.32895178254693747
42,0.9017210144927537,0.24496944756179617,0.9113924050632911,0.2613331807984246,0.7977883096366508,0.4159781203458184
43,0.9171195652173914,0.22822969914346503,0.9145569620253164,0.25681133154365754,0.8625592417061612,0.35821431840916995
44,0.9071557971014492,0.23627641602702762,0.8955696202531646,0.2721213590767648,0.7993680884676145,0.46447183721159635
